pmid,Title,Abstract,Author,Year,Volume,Issue,Journal,Citation,Link
34564566,Use of Autologous Leucocyte- and Platelet-Rich Plasma (L-PRP) in the Treatment of Aural Hematoma in Dogs.,"Leukocyte- and platelet-rich plasma (L-PRP) can accelerate the healing process by providing increased concentrations of platelet-derived growth factors. The objective of this study was to evaluate the clinical effect of L-PRP in the treatment of canine aural hematomas associated with otitis externa. Twenty mL of citrated whole blood was collected from each of the 17 dogs included and autologous L-PRP was produced. The aural hematoma was drained and 0.5-1 mL of L-PRP was injected. The dogs were examined weekly until 7 days after complete clinical healing. A final clinical follow-up was performed 6 weeks after the first treatment with L-PRP. If there was recurrence of the aural hematoma at the first follow-up, the treatment was repeated. In total, 2/17 cases were lost after the first follow-up. In 5/17 dogs, a short-term recurrence occurred. In 12/15 cases, complete clinical resolution was achieved with a single L-PRP application (Group A1) and in 3/15 with two treatments (Group A2). The mean time to complete clinical resolution was 16 ± 8.7 days (A1) and 23.3 ± 4 days (A2), respectively. No side effects were reported. The in situ administration of autologous L-PRP resulted in a complete resolution of the aural hematoma in all dogs that completed the clinical trial.","['Perego R', 'Spada E', 'Moneta E', 'Baggiani L', 'Proverbio D']",2021,8,9,Vet Sci,"Perego R, et al. Use of Autologous Leucocyte- and Platelet-Rich Plasma (L-PRP) in the Treatment of Aural Hematoma in Dogs. Use of Autologous Leucocyte- and Platelet-Rich Plasma (L-PRP) in the Treatment of Aural Hematoma in Dogs. 2021; 8:(unknown pages). doi: 10.3390/vetsci8090172",https://pubmed.ncbi.nlm.nih.gov/34564566/
34545642,Determination of amikacin stability at 1% and 3% concentrations in four topical solutions over a 56-day period.,"BACKGROUND: Anecdotally, amikacin has been added to compounded topical preparations for the management of canine bacterial otitis externa. However, the stability of amikacin within these solutions is unknown.
HYPOTHESIS/OBJECTIVES: The purpose of this study was to determine the stability of amikacin at 10 and 30 mg/mL concentrations in four topical solutions over a 56 day period. We hypothesised that amikacin would maintain chemical stability within the various solutions.
METHODS AND MATERIALS: Amikacin was formulated to 10 and 30 mg/mL (1% and 3%) concentrations within four topical solutions: tris-EDTA (TrizEDTA Aqueous Flush) (TE); 0.15% chlorhexidine gluconate and tris-EDTA (TrizCHLOR Flush) (TC); 0.9% NaCl (NA); and 0.9% NaCl + 2 mg/mL dexamethasone (ND). Samples were made in duplicate and stored at room temperature (25°C) for 0, 7,14, 21, 28 and 56 days. Amikacin content was quantified, in triplicate, by ultrahigh-performance liquid chromatography tandem mass spectrometry.
RESULTS: The recovered amikacin concentrations for the 10 mg/mL solutions ranged from 10 to 13.5 mg/mL (mean 11.5 mg/mL) with the exception of NA sample 2 at Day (D)0 (9.4 mg/mL) and D7 (9.2 mg/mL). The recovered amikacin concentrations for the 30 mg/mL solutions ranged from 30 to 40.2 mg/mL (mean 35.7 mg/mL). No significant difference was seen between the amikacin concentrations at D0 compared to D56 for all solutions except 10 mg/mL TE (P < 0.001).
CONCLUSIONS AND CLINICAL RELEVANCE: Amikacin maintained stability within TE, TC, NA and ND over 56 days except when formulated at 10 mg/mL within TE.","['Klinczar AM', 'Griffies JD', 'Bateman FL', 'Arnold RD', 'Jasper SL', 'Brown AR']",2022,33,1,Vet Dermatol,"Klinczar AM, et al. Determination of amikacin stability at 1% and 3% concentrations in four topical solutions over a 56-day period. Determination of amikacin stability at 1% and 3% concentrations in four topical solutions over a 56-day period. 2022; 33:23-e8. doi: 10.1111/vde.13025",https://pubmed.ncbi.nlm.nih.gov/34545642/
34488894,Frequency and predisposing factors for canine otitis externa in the UK - a primary veterinary care epidemiological view.,"BACKGROUND: Otitis externa is a commonly diagnosed disorder in dogs and can carry a high welfare impact on affected animals. This study aimed to report the prevalence and explore the role of breed and aural conformation as predisposing factors for canine otitis externa in the UK. The study used a cohort design of dogs under UK primary veterinary care at clinics participating in the VetCompass Programme during 2016. Risk factor analysis used multivariable logistic regression modelling.
RESULTS: The study included a random sample of 22,333 dogs from an overall population of 905,554 dogs under veterinary care in 2016. The one-year period prevalence of otitis externa was 7.30% (95% confidence interval [CI]: 6.97 to 7.65). Breed and ear carriage were the highest ranked risk factors. Compared with crossbred dogs, sixteen breed types showed increased odds, including: Basset Hound (odds ratio [OR] 5.87), Chinese Shar Pei (OR 3.44), Labradoodle (OR 2.95), Beagle (OR 2.54) and Golden Retriever (OR 2.23). Four breeds showed protection (i.e. reduced odds) of otitis externa: Chihuahua (OR 0.20), Border Collie (OR 0.34), Yorkshire Terrier (OR 0.49) and Jack Russell Terrier (OR 0.52). Designer breed types overall had 1.63 times the odds (95% CI 1.31 to 2.03) compared with crossbred dogs. Compared with breeds with erect ear carriage, breeds with pendulous ear carriage had 1.76 times the odds (95% CI 1.48 to 2.10) and breeds with V-shaped drop ear carriage had 1.84 times the odds (95% CI 1.53 to 2.21) of otitis externa.
CONCLUSIONS: Breed itself and breed-associated ear carriage conformation are important predisposing factors for canine otitis externa. Greater awareness of these associations for both predisposed and protected breeds could support veterinary practitioners to promote cautious and low-harm approaches in their clinical advice on preventive care for otitis externa, especially in predisposed breeds.","[""O'Neill DG"", 'Volk AV', 'Soares T', 'Church DB', 'Brodbelt DC', 'Pegram C']",2021,8,1,Canine Med Genet,"O'Neill DG, et al. Frequency and predisposing factors for canine otitis externa in the UK - a primary veterinary care epidemiological view. Frequency and predisposing factors for canine otitis externa in the UK - a primary veterinary care epidemiological view. 2021; 8:7. doi: 10.1186/s40575-021-00106-1",https://pubmed.ncbi.nlm.nih.gov/34488894/
34448403,Recurrent endometrial carcinoma metastasis to the temporal bone and skull base.,"A 62-year old woman presented with a 1-month history of left otalgia, facial palsy and hearing loss. She had a background of non-insulin-dependent diabetes mellitus and stage 2 endometrial adenocarcinoma, treated 18 months ago. Computed tomography scan showed erosion of the skull base and temporal bone. She was referred to the otolaryngology team with a diagnosis of necrotising otitis externa. On clinical examination, there was an exophytic, necrotic lesion in the ear canal arising from the posterior canal wall. A subsequent magnetic resonance imaging scan showed a lesion located in the left jugular foramen extending into the middle ear, with characteristics consistent with a glomus jugulo-tympanicum. Interestingly, histology of the lesion showed malignant cells with immunohistochemical staining suggestive of an adenocarcinoma. This is the first reported case of metastatic endometrial carcinoma involving the jugular foramen and temporal bone. Although a diagnosis is rare, it is important to consider it when other differential diagnoses are not fitting. Imaging should always be interpreted with caution, correlating to the clinical findings.","['Wong B', 'Addison AB', 'Swords CE', 'Patil S']",2021,103,10,Ann R Coll Surg Engl,"Wong B, et al. Recurrent endometrial carcinoma metastasis to the temporal bone and skull base. Recurrent endometrial carcinoma metastasis to the temporal bone and skull base. 2021; 103:e338-e340. doi: 10.1308/rcsann.2021.0055",https://pubmed.ncbi.nlm.nih.gov/34448403/
34427108,[Smarter medicine in Otorhinolaryngology - Top 5 List].,Smarter medicine in Otorhinolaryngology - Top 5 List ,"['Welge-Lüssen A', 'Baumann A', 'Tasman AJ', 'Guinand N']",2021,78,7,Ther Umsch,"Welge-Lüssen A, et al. [Smarter medicine in Otorhinolaryngology - Top 5 List]. [Smarter medicine in Otorhinolaryngology - Top 5 List]. 2021; 78:381-388. doi: 10.1024/0040-5930/a001288",https://pubmed.ncbi.nlm.nih.gov/34427108/
34410567,A Case of Topical Ofloxacin-Induced Otomycosis and Literature Review.,"The prevalence of fungal otitis externa, or otomycosis, has been increasing in recent decades. Fungi may act as primary pathogens in this condition, or they may occur as secondary infections after prolonged ototopical treatment with antibiotics, which alters the flora of the external auditory canal (EAC) and enables overgrowth of its fungal inhabitants. We report here a case of otomycosis by Candida parapsilosis, Malassezia obtusa, and Malassezia furfur as a secondary infection following prolonged otic ofloxacin treatment. To the best of our knowledge, although isolation of C. parapsilosis and M. furfur from the EAC is not uncommon, the recovery of M. obtusa has not yet been reported. We also conducted a literature review of the searchable data on PubMed concerning the isolation of Malassezia species from the human EAC.","['Alshahni MM', 'Alshahni RZ', 'Fujisaki R', 'Tamura T', 'Shimizu Y', 'Yamanishi C', 'Makimura K']",2021,186,6,Mycopathologia,"Alshahni MM, et al. A Case of Topical Ofloxacin-Induced Otomycosis and Literature Review. A Case of Topical Ofloxacin-Induced Otomycosis and Literature Review. 2021; 186:871-876. doi: 10.1007/s11046-021-00581-x",https://pubmed.ncbi.nlm.nih.gov/34410567/
34399860,Identification of pathogens isolated in acute external otitis cases and evaluation of aminoglycoside and quinolone sensitivity.,"OBJECTIVE: This study aimed to identify pathogens isolated in acute external otitis cases and determine their distribution according to ages and seasons as well as investigate the susceptibility or resistance to the aminoglycoside and quinolone group antibiotics of which topical forms are available.
METHOD: A total of 168 patients diagnosed with acute external otitis were evaluated retrospectively. Growing bacteria were identified according to the species by conventional methods. Antibiotic susceptibility status was determined for the growing bacteria.
RESULTS: The most common bacteria detected were pseudomonas group bacteria (38.7 per cent). Resistance to the amikacin group of antibiotics was found to be the lowest and resistance to the ciprofloxacin group of antibiotics was the highest.
CONCLUSION: External auditory canal cultures should be taken simultaneously with empirical treatment. Seasonal effect and age group should be taken into consideration in the choice of treatment and after questioning about chronic exposure to water. Empirical treatment should then be started.","['Orhan Kubat G', 'Dogan B']",2021,135,10,J Laryngol Otol,Orhan Kubat G and Dogan B. Identification of pathogens isolated in acute external otitis cases and evaluation of aminoglycoside and quinolone sensitivity. Identification of pathogens isolated in acute external otitis cases and evaluation of aminoglycoside and quinolone sensitivity. 2021; 135:911-917. doi: 10.1017/S0022215121002176,https://pubmed.ncbi.nlm.nih.gov/34399860/
34391535,Evaluation and Management of Otalgia.,"Otalgia can be broadly categorized into primary otologic causes and secondary nonotologic causes. Isolated otalgia in the absence of hearing loss, otorrhea, or abnormal otoscopic findings is typically secondary to referred pain from nonotologic causes, as the sensory nerve supply to the ear arises from 4 cranial nerves and the cervical plexus. The most common causes of primary otalgia are acute otitis media and otitis externa, whereas the most common causes of secondary otalgia are temporomandibular joint disorders and dental pathology. Persistent unilateral ear pain and other alarm symptoms warrant further evaluation for possible neoplasm.","['Hwa TP', 'Brant JA']",2021,105,5,Med Clin North Am,Hwa TP and Brant JA. Evaluation and Management of Otalgia. Evaluation and Management of Otalgia. 2021; 105:813-826. doi: 10.1016/j.mcna.2021.05.004,https://pubmed.ncbi.nlm.nih.gov/34391535/
34374169,In vitro antimicrobial activity of cold atmospheric microwave plasma against bacteria causing canine skin and ear infections.,"BACKGROUND: Cold atmospheric plasma (CAP) is a new generation medical therapeutic option for bacterial infections. CAP causes physical cell wall rupture and DNA damage, therefore making it highly useful in the treatment of various conditions such as skin infections.
HYPOTHESIS/OBJECTIVES: The antimicrobial activity of cold atmospheric microwave plasma (CAMP) against major strains in canine skin infections was tested and the difference in antimicrobial activity between the antibiotic-resistant and antibiotic-susceptible strains of Staphylococcus pseudintermedius was evaluated.
METHODS AND MATERIALS: American Type Culture Collection (ATCC) strains (Staphylococcus aureus, Pseudomonas aeruginosa and Escherichia coli) and clinical isolates identified as methicillin-resistant S. pseudintermedius (n = 27) and methicillin-susceptible S. pseudintermedius (n = 13) were exposed to CAMP for 10 s, 30 s and 60 s. Afterwards, the bacterial survival rate was confirmed.
RESULTS: Gram-negative bacteria (P. aeruginosa and E. coli) were more susceptible than Gram-positive bacteria (S. aureus and S. pseudintermedius) for the same duration of CAMP exposure. Only the Gram-negative bacteria were completely killed after 60 s exposure. In S. pseudintermedius isolates, CAMP exposure had similar antibacterial effects regardless of antibiotic resistance.
CONCLUSIONS AND CLINICAL IMPORTANCE: CAMP has sufficient antimicrobial activity against major bacterial strains that cause pyoderma and otitis externa in dogs, and may be an alternative therapeutic option for S. pseudintermedius skin infections, for which antibiotics often are ineffective because of antimicrobial resistance in clinical veterinary medicine.","['Jin HJ', 'Hwang CY', 'Kang JH', 'Baek SJ', 'Hyun JE']",2021,32,5,Vet Dermatol,"Jin HJ, et al. In vitro antimicrobial activity of cold atmospheric microwave plasma against bacteria causing canine skin and ear infections. In vitro antimicrobial activity of cold atmospheric microwave plasma against bacteria causing canine skin and ear infections. 2021; 32:462-e126. doi: 10.1111/vde.13012",https://pubmed.ncbi.nlm.nih.gov/34374169/
34370852,Collaborative Care Improves Treatment Outcomes for Dogs with Chronic Otitis Externa: A Collaborative Care Coalition Study.,"The purpose of this retrospective study was to compare outcome measures in dogs treated by a primary care veterinarian (pcDVM) before referral and after seeking collaboration with a board-certified veterinary dermatologist (BCVD) for cases of severe recurrent chronic otitis externa. Medical records of 65 client-owned dogs were retrospectively reviewed, and data were obtained regarding treatment history, referral timeframe, recurrence rate, clinical signs, and resolution of signs. The median number of otitis recurrences while under the care of the pcDVM was 4 (range 1-40) versus collaborative BCVD care of 2 (P < .01). There was a longer median time to otitis recurrence with collaborative care (171 days) compared with dogs managed by the pcDVM before referral (21 days; P > .01). Proliferative changes in the ear canals improved in 41/45 (91%) of cases under BCVD care compared with 6/45 (13%) under care by the pcDVM (P < .01). Dogs with chronic otitis had better long-term outcomes when collaboration with a BCVD was pursued within 6 mo of treatment. Referral or consultation with a BCVD should be considered for cases of chronic canine otitis that are persistent or quickly recurrent (20-30 days) over a 6 mo period.","['Logas D', 'Maxwell EA']",2021,57,5,J Am Anim Hosp Assoc,Logas D and Maxwell EA. Collaborative Care Improves Treatment Outcomes for Dogs with Chronic Otitis Externa: A Collaborative Care Coalition Study. Collaborative Care Improves Treatment Outcomes for Dogs with Chronic Otitis Externa: A Collaborative Care Coalition Study. 2021; 57:(unknown pages). doi: 10.5326/JAAHA-MS-7167,https://pubmed.ncbi.nlm.nih.gov/34370852/
34356767,Antibiotic Susceptibility Profile of Pseudomonas aeruginosa Canine Isolates from a Multicentric Study in Romania.,Treating infections caused by ,"['Dégi J', 'Moțco OA', 'Dégi DM', 'Suici T', 'Mareș M', 'Imre K', 'Cristina RT']",2021,10,7,Antibiotics (Basel),"Dégi J, et al. Antibiotic Susceptibility Profile of Pseudomonas aeruginosa Canine Isolates from a Multicentric Study in Romania. Antibiotic Susceptibility Profile of Pseudomonas aeruginosa Canine Isolates from a Multicentric Study in Romania. 2021; 10:(unknown pages). doi: 10.3390/antibiotics10070846",https://pubmed.ncbi.nlm.nih.gov/34356767/
34353516,Malignant external otitis by Aspergillus flavus.,,"['Mendoza-Lizardo SS', 'Martinez-San-Millán J', 'Medina MDM', 'Fortún J']",2021,39,7,Enferm Infecc Microbiol Clin (Engl Ed),"Mendoza-Lizardo SS, et al. Malignant external otitis by Aspergillus flavus. Malignant external otitis by Aspergillus flavus. 2021; 39:358-359. doi: 10.1016/j.eimce.2020.09.003",https://pubmed.ncbi.nlm.nih.gov/34353516/
34351013,Evaluation of the use of paired modified Wright's and periodic acid Schiff stains to identify microbial aggregates on cytological smears of dogs with microbial otitis externa and suspected biofilm.,"BACKGROUND: Micro-organisms associated with canine otitis externa (OE) may cause biofilm-associated infections (BAI). A key component of biofilm is microbial aggregate and extracellular polymeric substance (EPS). Periodic acid Schiff (PAS) can stain polysaccharide EPS in human otitis media with effusion, but this has not been tested in canine OE. There is no cytological definition for microbial aggregate, and definitive methods for identifying BAI in a clinical setting in canine OE have not been defined.
OBJECTIVES: To establish whether PAS stain can identify polysaccharide matrix on cytological smears; and to determine the reproducibility of identification of microbial aggregates within a discrete area of stained matrix, using paired modified Wright's and PAS-stained smears.
ANIMALS: Forty privately-owned dogs presenting to a dermatological referral practice.
METHODS AND MATERIALS: In this prospective, cross-sectional study, three investigators independently and blindly classified 40 paired modified Wright's-PAS slide sets into groups: aggregate-associated infection (AAI) and non-AAI (n = 27); and control (n = 13). Agreement between investigators for presence of AAI was measured using Fleiss' kappa statistic (FK). Agreement between investigators and dermatologists for presence of AAI upon cytological evaluation, and suspected BAI based on clinical examination, was measured using Cohen's kappa statistic.
RESULTS: The matrix was confirmed to stain PAS-positive. Interinvestigator agreement for AAI was very good using PAS (0.82 FK) and fair using modified-Wright's (MW) (0.33 FK). Reproducible cytological features associated with AAI were the presence of: three or more distinct aggregates (0.76 FK); discrete areas of PAS-positive matrix (0.70 FK); and the presence of high-density material (0.70 FK) using PAS stain.
CONCLUSION: PAS can stain the extracellular matrix on otic smears, and a novel protocol for reproducible identification of cytological features such as microbial aggregates has been established.","['Parnell-Turner H', 'Griffin CE', 'Rosenkrantz WS', 'Kelly Keating M', 'Bidot WA']",2021,32,5,Vet Dermatol,"Parnell-Turner H, et al. Evaluation of the use of paired modified Wright's and periodic acid Schiff stains to identify microbial aggregates on cytological smears of dogs with microbial otitis externa and suspected biofilm. Evaluation of the use of paired modified Wright's and periodic acid Schiff stains to identify microbial aggregates on cytological smears of dogs with microbial otitis externa and suspected biofilm. 2021; 32:448-e122. doi: 10.1111/vde.13009",https://pubmed.ncbi.nlm.nih.gov/34351013/
34348818,One year on: assessing the impact of coronavirus disease 2019 on demand for semi-urgent ENT services.,"OBJECTIVE: This study investigated how the coronavirus disease 2019 pandemic has impacted on presentations to ENT first-on-call services.
METHODS: All appointments to a rapid access triage clinic from 1 June to 31 August in 2019 and 2020 were reviewed retrospectively and their reasons for consultation classified. A binomial proportion test was used to determine whether the proportions of consultations per presentation differed significantly between years. This analysis was repeated with the number of unique patients per presenting complaint.
RESULTS: The proportions of nine reasons for consultation differed significantly between 2019 and 2020, including an increase in otitis media and nasal trauma presentations, and a decrease in otitis externa and tonsillitis presentations. Reattendances caused some variation in the frequency of certain diagnoses.
CONCLUSION: Our data suggest a shift in the presentations to first-on-call services, which may be a result of changes in patient behaviour and access to healthcare services.","['Allen H', 'Winstanley J', 'Stubington TJ', 'Judd O']",2021,135,9,J Laryngol Otol,"Allen H, et al. One year on: assessing the impact of coronavirus disease 2019 on demand for semi-urgent ENT services. One year on: assessing the impact of coronavirus disease 2019 on demand for semi-urgent ENT services. 2021; 135:829-833. doi: 10.1017/S002221512100205X",https://pubmed.ncbi.nlm.nih.gov/34348818/
34342559,External auditory canal exostoses: long-term surgical satisfaction and its relationship with surgical complications.,"OBJECTIVE: The main purpose of the present study was to evaluate whether complications related to surgery for exostoses are associated with a decrease in patients' quality of life.
METHODS: This was a retrospective study for which the following information was collected: sex, age, pre- and post-operative symptoms, pre- and post-operative audiological evaluation results, surgical approach, instruments used, complications, and Glasgow Benefit Inventory score.
RESULTS: The study included 67 patients (94 ears). The three main complaints reported were wax retention, otitis externa and hearing loss. Surgical complications occurred in 14.9 per cent of patients. Patients experienced a significant benefit from surgery, especially in relation to somatic state, with a global Glasgow Benefit Inventory score of + 44.3. No significant difference was found between the global Glasgow Benefit Inventory changes and surgery-related complications (p = 0.093).
CONCLUSION: After surgery for exostoses, the vast majority of patients showed improvement. Complications related to surgery in general do not seem to influence patients' satisfaction with surgery.","['Costa JR', 'Castro A', 'Lino J', 'Soares T', 'Almeida E Sousa C']",2021,135,8,J Laryngol Otol,"Costa JR, et al. External auditory canal exostoses: long-term surgical satisfaction and its relationship with surgical complications. External auditory canal exostoses: long-term surgical satisfaction and its relationship with surgical complications. 2021; 135:684-690. doi: 10.1017/S0022215121001547",https://pubmed.ncbi.nlm.nih.gov/34342559/
34273591,Standardised treatment protocol for necrotizing otitis externa: retrospective case series and systematic literature review.,"OBJECTIVES: There is currently no consensus on the most effective treatment protocol for necrotizing otitis externa (NOE). This article aims to produce a NOE treatment protocol from the literature and clinical experience.
METHODS: A total of 26 case series from the literature were reviewed in combination with a retrospective case series of inpatients from Hull University Teaching Hospitals NHS Trust from 2013-2018. Over 5 years, 40 patients were identified, with only 29 being analysed due to unavailable or incomplete case notes.
RESULTS: In the literature review, the most common bacterial species causing NOE was Pseudomonas aeruginosa. Resistance to ciprofloxacin was prevalent, however multidrug resistance was rare. Ciprofloxacin and ceftazidime were the most widely used antibiotics. No ceftazidime resistance was reported in the literature or in our cohort. The average age of the patients in our cohort was 80 years. Moreover, 62% had either diabetes mellitus or were immunosuppressed. One patient died directly due to NOE-related sepsis. Intravenous ceftazidime monotherapy was mostly used. The duration of treatment was 6-7 weeks, with no relapses documented.
CONCLUSION: Ceftazidime monotherapy was an effective empirical treatment in our cohort, and a total duration of 6-7 weeks of antibiotics was sufficient. We have created a standardised treatment protocol based on our findings that will need to be validated in a larger cohort of patients.","['Frost J', 'Samson AD']",2021,26,,J Glob Antimicrob Resist,Frost J and Samson AD. Standardised treatment protocol for necrotizing otitis externa: retrospective case series and systematic literature review. Standardised treatment protocol for necrotizing otitis externa: retrospective case series and systematic literature review. 2021; 26:266-271. doi: 10.1016/j.jgar.2021.06.015,https://pubmed.ncbi.nlm.nih.gov/34273591/
34269031,[Modern aspects of inflammatory external ear diseases treatment].,"The article deals with the problem of inflammatory diseases of the external ear. A review of pruritic dermatoses of the external auditory canal was carried out. It has been shown that in chronic dermatoses, the contamination of the skin with bacterial and fungal pathogens significantly increases, which leads to a high risk of developing secondary infectious pathological processes. Treatment of dermatological inflammatory ear diseases includes careful daily hygiene of the external auditory canal and pharmacotherapy, a key aspect of which is the use of topical etiotropic, anti-inflammatory, and symptomatic drugs. The advantage of the combined drug ","['Svistushkin VM', 'Nikiforova GN', 'Shevchik EA', 'Zolotova AV']",2021,86,3,Vestn Otorinolaringol,"Svistushkin VM, et al. [Modern aspects of inflammatory external ear diseases treatment]. [Modern aspects of inflammatory external ear diseases treatment]. 2021; 86:90-96. doi: 10.17116/otorino20218603190",https://pubmed.ncbi.nlm.nih.gov/34269031/
34269021,[External otitis: clinical diagnostics and treatment tactics].,"OBJECTIVE: To summarize modern data about the epidemiology, etiology, clinical course and diagnosis of otitis externa.
MATERIAL AND METHODS: Materials of scientific publications included in the Cochrane Library, information bases of the RSCI, MEDLINE, PubMed were used as a data source. The choice of material was carried out according to the keywords: otitis externa, etiology, diagnosis, treatment, local treatment.
RESULTS: The role of combined drugs in the main etiopathogenetic mechanisms of the external ear inflammatory process is shown.
CONCLUSION: Analysis of published data from clinical trials indicates the importance of a fixed antibacterial agents and anesthetic combination in increasing the effectiveness of topical therapy for otitis externa.","['Nosulya EV', 'Kunelskaya VY', 'Kim IA', 'Luchsheva YV']",2021,86,3,Vestn Otorinolaringol,"Nosulya EV, et al. [External otitis: clinical diagnostics and treatment tactics]. [External otitis: clinical diagnostics and treatment tactics]. 2021; 86:36-40. doi: 10.17116/otorino20218603136",https://pubmed.ncbi.nlm.nih.gov/34269021/
34258792,In vitro and in vivo evaluation of a new phytotherapic blend to treat acute externa otitis in dogs.,"Canine otitis externa is frequently encountered in veterinary practice, caused by primary factors with bacteria and yeast overgrowth acting as secondary and perpetuating factors. The pharmacological support includes anti-inflammatory, antimicrobials, and antimycotic drugs, but therapeutic failure and antimicrobial resistance are leading to alternative strategies based on phytotherapic products. This study aimed to evaluate an essential oil blend (Otogen","['Vercelli C', 'Pasquetti M', 'Giovannetti G', 'Visioni S', 'Re G', 'Giorgi M', 'Gambino G', 'Peano A']",2021,44,6,J Vet Pharmacol Ther,"Vercelli C, et al. In vitro and in vivo evaluation of a new phytotherapic blend to treat acute externa otitis in dogs. In vitro and in vivo evaluation of a new phytotherapic blend to treat acute externa otitis in dogs. 2021; 44:910-918. doi: 10.1111/jvp.13000",https://pubmed.ncbi.nlm.nih.gov/34258792/
34254846,Feline cystadenomatosis affecting the ears and skin of 57 cats (2011-2019).,"OBJECTIVES: This study aimed to understand epidemiological factors associated with feline cystadenomatosis, including signalment and papillomavirus PCR status. Cystadenomatosis is an uncommon condition primarily involving the ceruminous and apocrine skin and ear glands.
METHODS: This was a retrospective case series. Clinical records from 2011 to 2019 from a tertiary referral hospital in Boston, MA, USA were screened for cases, and case data were re-evaluated and analyzed. The total patient pool contained 65,385 individual cats, of which 797 were referred to the dermatology service. Medical records and biopsy specimens were reviewed; the information collected included signalment, clinical signs, physical examination and diagnostic tests, comorbidities and histopathologic findings. PCR was performed on biopsy specimens to test for papillomavirus DNA.
RESULTS: The cystadenomatosis population consisted of 57 cases (7.1% of total cases referred to the dermatology service) with 105 affected ears. Twenty-seven cases (48 ears) were confirmed via histopathology; four cats (7%) exhibited clinically cystic lesions on the periocular, periorbital and perianal regions; only one cat did not have pinnal lesions. Domestic shorthair cats were most often affected. Relative risk for cystadenomatosis was 2.24 times higher in male cats. In 48 cats (84.2%), ears were bilaterally affected. Seven cats (12.3%) had malignant neoplasia, which included: inflamed adenocarcinoma (n = 5); mast cell tumor (n = 1); or squamous cell carcinoma (n = 1). PCR testing on biopsy specimens from 24 cats revealed feline papillomavirus type 2 DNA in only four cats.
CONCLUSIONS AND RELEVANCE: Cystadenomatosis was more prevalent in senior non-purebred cats, over-represented in male cats and did not appear to be associated with papillomavirus, feline infectious peritonitis, feline immunodeficiency virus/feline leukemia virus status or other identifiable illnesses. Further studies are needed to investigate the causes of cystadenomatosis.","['Loft KE', 'Soohoo J', 'Simon B', 'Lange CE']",2022,24,4,J Feline Med Surg,"Loft KE, et al. Feline cystadenomatosis affecting the ears and skin of 57 cats (2011-2019). Feline cystadenomatosis affecting the ears and skin of 57 cats (2011-2019). 2022; 24:351-358. doi: 10.1177/1098612X211024498",https://pubmed.ncbi.nlm.nih.gov/34254846/
34242952,Accuracy and patient perceived difficulty of utilizing ototopical antibiotic therapy.,"PURPOSE: To examine how patients self-administer ear drops, ascertain their perceived difficulty in performing the task and determine if they are able to deliver the correct dosage.
MATERIALS AND METHODS: This is a prospective cohort study performed in an otology outpatient clinic with twenty-one subjects with a condition requiring ototopical antibiotics. The number of ear drops applied as well as skills performed during ear drop application was measured. Patient reported difficulty and confidence in application of ear drops data was also obtained.
RESULTS: The mean number of drops applied was 2.91 ± 2.1 (target = 3 drops) with a large variance in drop application, range of 0.6 to 9.2 drops. If ""correct dosage"" is considered 85-115% of the intended dose, then almost half of patients, 47.6%, underdosed with 23.8% that over dosed. Patients reported that the average difficulty in applying drops to themselves was 3.6 (1 being easy and 10 being difficult). Patients reported a high confidence level in applying the correct dose of ear drops of 6.7 (1 being not confident and 10 being very confident).
CONCLUSIONS: In our study of 21 patients self-administering ear drops, only 28.6% of patients were able to correctly apply the appropriate treatment dose, with almost half of patients underdosing. Questionnaire data indicated that most patients were unaware they were administering an incorrect dose. Inaccurate administration of ear drops could be problematic and lead to longer durations of symptoms, false treatment failures, and increased costs.","['Selleck AM', 'Dedmon MM']",2021,42,5,Am J Otolaryngol,Selleck AM and Dedmon MM. Accuracy and patient perceived difficulty of utilizing ototopical antibiotic therapy. Accuracy and patient perceived difficulty of utilizing ototopical antibiotic therapy. 2021; 42:103130. doi: 10.1016/j.amjoto.2021.103130,https://pubmed.ncbi.nlm.nih.gov/34242952/
